0  0
150  0  0
0.00  0.00
150
53	      532.00      426.00     0.43758     0.40950
54	      165.00      358.00    -0.26509     0.25747
55	      412.00      383.00     0.18782     0.30248
56	      203.00      306.00    -0.19052     0.15785
57	      229.00      365.00    -0.14544     0.26642
58	       89.00      374.00    -0.42159     0.29892
59	      334.00      425.00     0.04539     0.38211
60	       90.00      267.00    -0.40781     0.09123
61	      273.00      386.00    -0.06594     0.30501
62	      171.00      223.00    -0.24787     0.00898
63	      466.00      437.00     0.29951     0.41945
64	      507.00      283.00     0.36403     0.11995
65	      150.00      408.00    -0.30041     0.35872
66	      219.00      451.00    -0.17055     0.44048
67	      338.00      325.00     0.05085     0.19048
68	      408.00      453.00     0.18676     0.44569
69	      286.00      262.00    -0.04114     0.07750
70	      338.00      262.00     0.05030     0.07752
71	      370.00      408.00     0.11123     0.34916
72	      181.00      313.00    -0.23161     0.17166
73	      130.00      170.00    -0.32706    -0.08763
74	      200.00      120.00    -0.19651    -0.17627
75	      230.00      398.00    -0.14544     0.33035
76	      534.00      387.00     0.43323     0.32649
77	      385.00      450.00     0.14222     0.43695
78	      382.00      260.00     0.12828     0.07434
79	      339.00      449.00     0.05535     0.43215
80	      256.00      263.00    -0.09414     0.07946
81	       57.00      277.00    -0.47919     0.11220
82	      186.00      368.00    -0.22580     0.27496
83	      260.00      307.00    -0.08759     0.15810
84	      144.00      354.00    -0.30565     0.25176
85	      254.00      216.00    -0.09749    -0.00352
86	      340.00      305.00     0.05417     0.15423
87	      192.00      186.00    -0.20925    -0.05711
88	      615.00      396.00     0.62859     0.36670
89	      294.00      214.00    -0.02703    -0.00702
90	       59.00      236.00    -0.47285     0.03405
91	      200.00       89.00    -0.19812    -0.23392
92	      570.00      329.00     0.50344     0.21478
93	      225.00      420.00    -0.15634     0.37492
94	      561.00      394.00     0.49554     0.34718
95	      115.00      219.00    -0.35578     0.00184
96	      511.00      428.00     0.39194     0.40888
97	      375.00      354.00     0.11800     0.24499
98	      208.00      389.00    -0.18593     0.31414
99	      478.00      303.00     0.30778     0.15542
100	      586.00      297.00     0.53613     0.15338
101	      560.00      288.00     0.47611     0.13321
102	      564.00      358.00     0.49467     0.27244
103	      336.00      211.00     0.04667    -0.01230
104	      165.00      186.00    -0.25942    -0.05757
105	      414.00      258.00     0.18594     0.07123
106	      543.00      409.00     0.45806     0.37510
107	      149.00       95.00    -0.29470    -0.22630
108	      380.00      208.00     0.12447    -0.01765
109	      118.00      312.00    -0.35354     0.17393
110	      212.00      333.00    -0.17512     0.20713
111	      384.00      305.00     0.13272     0.15502
112	       91.00      188.00    -0.40500    -0.05571
113	      202.00      156.00    -0.19156    -0.11074
114	      478.00      335.00     0.31020     0.21560
115	      456.00      101.00     0.26741    -0.21380
116	      342.00      356.00     0.05848     0.24783
117	      197.00      441.00    -0.21205     0.42151
118	      378.00      188.00     0.12100    -0.05301
119	      178.00       90.00    -0.23936    -0.23348
120	      116.00      247.00    -0.35413     0.05319
121	      390.00      407.00     0.14836     0.34835
122	      587.00      347.00     0.54626     0.25425
123	      176.00      112.00    -0.24168    -0.19231
124	      350.00      406.00     0.07429     0.34434
125	       71.00      220.00    -0.44665     0.00376
126	      294.00      193.00    -0.02705    -0.04395
127	      191.00      219.00    -0.21083     0.00179
128	      151.00      146.00    -0.28736    -0.13081
129	      490.00      367.00     0.33755     0.27892
130	      324.00      192.00     0.02561    -0.04570
131	      177.00      142.00    -0.23827    -0.13697
132	      416.00      304.00     0.19084     0.15421
133	      411.00      206.00     0.18018    -0.02131
134	      410.00      185.00     0.17855    -0.05866
135	      606.00      454.00     0.62614     0.49897
136	      165.00      378.00    -0.26704     0.29641
137	      101.00      169.00    -0.38515    -0.09069
138	      226.00      240.00    -0.14744     0.03896
139	       81.00      154.00    -0.42763    -0.12000
140	      123.00      124.00    -0.34357    -0.17351
141	       67.00      176.00    -0.45630    -0.07918
142	       93.00      234.00    -0.40052     0.02967
143	       56.00      370.00    -0.49421     0.29696
144	      408.00      354.00     0.17846     0.24652
145	      480.00      124.00     0.31223    -0.17233
146	      500.00      305.00     0.35142     0.16067
147	       79.00      112.00    -0.43587    -0.20083
148	       45.00      170.00    -0.50533    -0.09187
149	      529.00      367.00     0.41877     0.28458
1  0
0  150  150
0.00  0.00
150
0	      201.45      269.13    -0.19227     0.09122
1	      306.19      296.80    -0.00566     0.13934
2	      281.65      325.31    -0.04931     0.19104
3	      150.72      430.25    -0.30246     0.40531
4	      234.93      300.45    -0.13234     0.14678
5	      160.59      316.33    -0.27040     0.17899
6	      150.13      285.27    -0.28877     0.12218
7	      129.42      331.79    -0.33238     0.21051
8	      189.15      284.85    -0.21529     0.11989
9	      437.07      425.95     0.24011     0.39164
10	      264.53      445.97    -0.08372     0.42634
11	      312.73      438.92     0.00623     0.41051
12	      359.41      455.66     0.09403     0.44730
13	      141.01      242.84    -0.30499     0.04507
14	      201.02      240.19    -0.19260     0.03950
15	      475.91      421.69     0.31708     0.38846
16	      168.85      250.60    -0.25218     0.05859
17	      358.02      431.62     0.09016     0.39653
18	      101.25      340.35    -0.39068     0.23003
19	       98.57      307.62    -0.39282     0.16726
20	      124.46      440.95    -0.35903     0.43359
21	      396.95      433.34     0.16353     0.40275
22	      316.69      329.91     0.01298     0.19928
23	      290.84      441.59    -0.03444     0.41625
24	      167.48      271.45    -0.25527     0.09630
25	      417.55      331.60     0.19492     0.20506
26	      134.57      372.02    -0.32647     0.28813
27	      289.37      402.61    -0.03647     0.33711
28	      462.63      319.28     0.27910     0.18477
29	      153.55      198.42    -0.28089    -0.03534
30	      243.53      442.08    -0.12301     0.41936
31	       66.57      306.87    -0.46082     0.16895
32	       69.07      327.93    -0.45786     0.20978
33	      409.20      417.58     0.18541     0.37129
34	      505.23      397.16     0.37349     0.34221
35	      432.42      390.80     0.22718     0.31957
36	      430.61      456.95     0.23163     0.45725
37	      448.49      406.14     0.25997     0.35217
38	      192.07      417.86    -0.21893     0.37363
39	      182.35      339.78    -0.23062     0.22144
40	      138.62      302.93    -0.31201     0.15543
41	      113.22      274.41    -0.36069     0.10390
42	      245.71      383.83    -0.11568     0.30178
43	      265.71      423.96    -0.08054     0.38060
44	      239.30      335.90    -0.12547     0.21142
45	      459.30      290.39     0.27111     0.13113
46	      480.28      396.77     0.32200     0.33737
47	      455.39      457.18     0.28150     0.46181
48	      452.82      373.25     0.26471     0.28699
49	      285.90      304.44    -0.04155     0.15316
50	      317.83      381.93     0.01527     0.29671
51	      518.90      319.16     0.39119     0.18920
52	      432.06      363.94     0.22413     0.26708
53	      530.68      429.44     0.43551     0.41676
54	      165.06      355.43    -0.26475     0.25251
55	      411.68      384.63     0.18733     0.30564
56	      203.97      304.04    -0.18867     0.15423
57	      228.85      363.42    -0.14564     0.26342
58	       88.49      370.23    -0.42205     0.29133
59	      333.00      425.23     0.04355     0.38256
60	       91.92      263.27    -0.40363     0.08416
61	      272.55      385.36    -0.06674     0.30379
62	      173.37      220.48    -0.24344     0.00445
63	      464.83      439.33     0.29753     0.42428
64	      508.43      285.87     0.36708     0.12539
65	      149.33      405.29    -0.30135     0.35323
66	      217.48      449.47    -0.17333     0.43735
67	      338.59      324.95     0.05189     0.19039
68	      406.82      454.45     0.18463     0.44871
69	      287.58      261.47    -0.03836     0.07655
70	      339.67      262.10     0.05324     0.07770
71	      369.13      408.90     0.10966     0.35092
72	      181.56      310.54    -0.23045     0.16711
73	      132.77      166.88    -0.32176    -0.09327
74	      203.79      118.07    -0.18962    -0.17966
75	      229.34      396.47    -0.14656     0.32738
76	      533.53      390.38     0.43288     0.33344
77	      383.49      451.18     0.13944     0.43935
78	      383.89      260.85     0.13166     0.07587
79	      337.78      449.35     0.05308     0.43287
80	      257.83      261.94    -0.09088     0.07757
81	       58.43      272.61    -0.47572     0.10369
82	      186.10      365.31    -0.22540     0.26978
83	      260.84      306.28    -0.08609     0.15679
84	      143.99      351.20    -0.30538     0.24636
85	      256.38      215.72    -0.09327    -0.00400
86	      341.04      305.45     0.05602     0.15505
87	      194.89      183.99    -0.20397    -0.06066
88	      614.36      400.93     0.62850     0.37760
89	      296.61      213.73    -0.02244    -0.00749
90	       60.89      231.87    -0.46862     0.02621
91	      204.52       87.33    -0.18983    -0.23680
92	      570.62      333.22     0.50550     0.22333
93	      224.54      418.46    -0.15709     0.37181
94	      560.39      397.96     0.49510     0.35555
95	      117.59      215.74    -0.35062    -0.00413
96	      510.15      431.24     0.39084     0.41578
97	      375.14      354.84     0.11829     0.24658
98	      207.53      387.36    -0.18668     0.31096
99	      478.74      305.70     0.30941     0.16049
100	      587.42      301.45     0.54000     0.16235
101	      561.28      291.91     0.47929     0.14087
102	      564.02      361.88     0.49546     0.28042
103	      338.40      211.66     0.05088    -0.01114
104	      167.50      183.57    -0.25477    -0.06190
105	      415.54      259.73     0.18878     0.07434
106	      542.36      412.50     0.45746     0.38253
107	      153.50       92.42    -0.28617    -0.23083
108	      382.59      208.82     0.12909    -0.01622
109	      118.55      308.77    -0.35217     0.16779
110	      212.30      331.20    -0.17449     0.20377
111	      384.76      306.51     0.13412     0.15778
112	       93.87      184.23    -0.39917    -0.06264
113	      205.40      154.05    -0.18540    -0.11415
114	      478.45      337.80     0.31134     0.22097
115	      460.25      103.06     0.27543    -0.21024
116	      342.40      356.70     0.05921     0.24916
117	      195.55      439.00    -0.21464     0.41742
118	      380.74      188.54     0.12588    -0.05207
119	      182.51       87.91    -0.23099    -0.23713
120	      117.70      243.70    -0.35068     0.04710
121	      389.27      408.23     0.14708     0.35077
122	      587.28      351.38     0.54781     0.26336
123	      179.97      109.70    -0.23435    -0.19635
124	      349.37      406.58     0.07315     0.34546
125	       72.98      216.06    -0.44241    -0.00362
126	      296.59      192.06    -0.02251    -0.04559
127	      192.95      216.63    -0.20726    -0.00244
128	      154.62      143.06    -0.28056    -0.13603
129	      489.95      369.70     0.33781     0.28426
130	      326.87      191.85     0.03064    -0.04597
131	      180.33      139.75    -0.23214    -0.14093
132	      417.21      306.09     0.19314     0.15807
133	      413.71      207.66     0.18510    -0.01838
134	      413.09      186.17     0.18414    -0.05662
135	      604.54      458.69     0.62423     0.50983
136	      164.63      375.19    -0.26746     0.29092
137	      104.28      165.57    -0.37863    -0.09691
138	      227.86      238.96    -0.14410     0.03711
139	       84.19      149.72    -0.42119    -0.12788
140	      126.69      120.74    -0.33647    -0.17937
141	       70.01      171.94    -0.45000    -0.08670
142	       94.72      230.35    -0.39693     0.02288
143	       55.40      365.62    -0.49470     0.28800
144	      408.18      355.44     0.17888     0.24926
145	      483.81      126.74     0.31951    -0.16747
146	      501.52      308.20     0.35472     0.16681
147	       82.99      108.06    -0.42780    -0.20802
148	       48.04      165.52    -0.49878    -0.10031
149	      528.76      370.55     0.41883     0.29173
2  0
0  150  150
0.00  0.00
150
0	      200.06      268.22    -0.19478     0.08962
1	      304.59      296.12    -0.00848     0.13814
2	      280.32      324.42    -0.05165     0.18942
3	      149.11      429.35    -0.30557     0.40365
4	      233.59      299.78    -0.13474     0.14561
5	      159.40      315.34    -0.27262     0.17721
6	      148.81      284.33    -0.29126     0.12050
7	      127.89      330.89    -0.33535     0.20894
8	      187.82      283.91    -0.21772     0.11823
9	      435.53      425.48     0.23703     0.39046
10	      262.81      445.33    -0.08691     0.42507
11	      311.19      438.16     0.00338     0.40891
12	      357.91      455.04     0.09116     0.44588
13	      139.70      242.07    -0.30750     0.04370
14	      199.83      239.22    -0.19477     0.03779
15	      474.36      421.36     0.31385     0.38749
16	      167.43      249.69    -0.25483     0.05698
17	      356.43      431.02     0.08717     0.39522
18	       99.80      339.37    -0.39358     0.22829
19	       97.30      306.53    -0.39536     0.16530
20	      123.03      439.81    -0.36182     0.43139
21	      395.43      432.74     0.16058     0.40136
22	      315.27      329.21     0.01045     0.19800
23	      289.21      440.79    -0.03746     0.41462
24	      166.21      270.67    -0.25764     0.09494
25	      416.20      331.05     0.19239     0.20397
26	      133.13      371.16    -0.32927     0.28660
27	      287.77      401.85    -0.03938     0.33564
28	      461.34      319.00     0.27661     0.18416
29	      152.43      197.16    -0.28303    -0.03763
30	      242.01      441.02    -0.12581     0.41724
31	       65.20      305.90    -0.46373     0.16719
32	       67.96      326.91    -0.46016     0.20793
33	      407.59      416.92     0.18229     0.36980
34	      503.56      396.68     0.36990     0.34093
35	      430.97      390.47     0.22437     0.31877
36	      429.10      456.40     0.22857     0.45584
37	      446.96      405.67     0.25692     0.35103
38	      190.40      417.03    -0.22207     0.37210
39	      181.02      338.86    -0.23307     0.21981
40	      137.38      302.22    -0.31438     0.15419
41	      111.75      273.57    -0.36362     0.10242
42	      244.15      383.14    -0.11850     0.30050
43	      264.19      423.23    -0.08333     0.37916
44	      238.11      334.82    -0.12760     0.20947
45	      457.69      289.95     0.26803     0.13026
46	      478.89      396.29     0.31911     0.33619
47	      453.85      456.76     0.27828     0.46062
48	      451.39      372.79     0.26190     0.28594
49	      284.61      303.66    -0.04384     0.15176
50	      315.95      381.50     0.01188     0.29589
51	      517.39      318.84     0.38802     0.18843
52	      430.41      363.60     0.22099     0.26630
53	      529.37      429.18     0.43252     0.41585
54	      163.73      354.41    -0.26722     0.25067
55	      410.19      383.91     0.18448     0.30413
56	      202.51      303.23    -0.19131     0.15281
57	      227.28      362.42    -0.14847     0.26160
58	       87.25      369.32    -0.42457     0.28970
59	      331.51      424.61     0.04079     0.38127
60	       90.49      262.42    -0.40656     0.08265
61	      271.01      384.47    -0.06951     0.30209
62	      171.92      219.77    -0.24615     0.00318
63	      463.32      438.77     0.29437     0.42282
64	      507.61      285.39     0.36541     0.12443
65	      147.84      404.29    -0.30421     0.35139
66	      215.67      448.72    -0.17674     0.43591
67	      337.38      324.60     0.04975     0.18973
68	      405.41      453.79     0.18182     0.44711
69	      286.18      260.63    -0.04082     0.07507
70	      338.37      261.62     0.05094     0.07685
71	      367.79      408.31     0.10716     0.34966
72	      180.28      309.84    -0.23279     0.16588
73	      131.90      166.00    -0.32350    -0.09491
74	      202.98      116.89    -0.19116    -0.18187
75	      227.83      395.71    -0.14934     0.32598
76	      532.10      389.99     0.42966     0.33234
77	      381.94      450.57     0.13644     0.43792
78	      382.59      260.27     0.12934     0.07484
79	      336.08      448.60     0.04986     0.43121
80	      256.56      261.24    -0.09312     0.07634
81	       57.14      271.68    -0.47850     0.10200
82	      184.41      364.66    -0.22854     0.26865
83	      259.65      305.49    -0.08820     0.15538
84	      142.82      350.09    -0.30759     0.24433
85	      255.32      214.39    -0.09515    -0.00635
86	      339.61      304.85     0.05347     0.15395
87	      192.87      183.43    -0.20769    -0.06169
88	      612.90      400.72     0.62464     0.37665
89	      295.50      212.77    -0.02440    -0.00918
90	       59.76      230.62    -0.47109     0.02385
91	      203.61       86.25    -0.19158    -0.23889
92	      569.13      332.92     0.50204     0.22249
93	      222.89      417.33    -0.16010     0.36963
94	      559.04      397.71     0.49192     0.35467
95	      116.04      214.59    -0.35372    -0.00623
96	      508.66      430.87     0.38754     0.41463
97	      373.80      354.12     0.11583     0.24518
98	      205.87      386.44    -0.18974     0.30927
99	      477.61      305.24     0.30717     0.15957
100	      585.74      301.21     0.53602     0.16167
101	      560.02      291.82     0.47649     0.14059
102	      562.57      361.73     0.49213     0.27983
103	      337.16      211.00     0.04870    -0.01230
104	      166.66      182.59    -0.25637    -0.06369
105	      414.17      259.35     0.18628     0.07365
106	      540.73      412.17     0.45372     0.38142
107	      152.31       91.47    -0.28857    -0.23275
108	      381.53      208.43     0.12719    -0.01691
109	      117.38      307.79    -0.35445     0.16603
110	      210.98      330.50    -0.17689     0.20255
111	      383.57      305.63     0.13197     0.15615
112	       92.17      183.35    -0.40272    -0.06433
113	      203.77      153.27    -0.18840    -0.11561
114	      476.91      337.22     0.30825     0.21974
115	      459.27      102.71     0.27356    -0.21081
116	      340.68      356.00     0.05610     0.24780
117	      194.06      438.18    -0.21743     0.41588
118	      379.57      188.01     0.12379    -0.05299
119	      181.77       87.13    -0.23244    -0.23865
120	      116.87      242.55    -0.35231     0.04501
121	      387.76      407.71     0.14422     0.34962
122	      585.78      351.01     0.54414     0.26230
123	      179.17      108.68    -0.23591    -0.19830
124	      347.59      405.89     0.06985     0.34404
125	       72.05      215.14    -0.44440    -0.00536
126	      295.34      191.26    -0.02471    -0.04701
127	      192.70      215.87    -0.20772    -0.00380
128	      153.30      142.23    -0.28314    -0.13763
129	      488.47      369.33     0.33477     0.28334
130	      325.51      191.23     0.02825    -0.04707
131	      179.66      138.62    -0.23345    -0.14303
132	      415.72      305.06     0.19036     0.15613
133	      412.35      206.93     0.18262    -0.01966
134	      412.02      185.48     0.18221    -0.05783
135	      602.88      458.37     0.61976     0.50838
136	      163.16      374.12    -0.27021     0.28898
137	      102.84      164.64    -0.38161    -0.09872
138	      226.74      240.00    -0.14612     0.03896
139	       82.86      148.98    -0.42406    -0.12938
140	      125.74      119.76    -0.33845    -0.18129
141	       68.85      170.68    -0.45257    -0.08915
142	       93.85      229.25    -0.39871     0.02084
143	       54.23      364.85    -0.49723     0.28665
144	      406.91      355.15     0.17652     0.24864
145	      482.76      126.34     0.31748    -0.16815
146	      500.11      307.81     0.35185     0.16596
147	       82.18      107.06    -0.42964    -0.21009
148	       47.26      164.35    -0.50060    -0.10261
149	      527.39      370.15     0.41584     0.29070
3  0
0  150  150
0.00  0.00
150
0	      198.91      267.78    -0.19689     0.08886
1	      303.49      294.35    -0.01041     0.13496
2	      279.42      323.02    -0.05323     0.18687
3	      149.59      429.24    -0.30459     0.40334
4	      232.58      298.94    -0.13654     0.14411
5	      158.46      315.32    -0.27441     0.17723
6	      147.76      284.37    -0.29329     0.12062
7	      127.37      331.24    -0.33642     0.20965
8	      186.68      283.46    -0.21981     0.11746
9	      435.83      422.41     0.23723     0.38411
10	      263.44      443.93    -0.08567     0.42209
11	      311.55      436.39     0.00404     0.40524
12	      358.40      452.79     0.09196     0.44108
13	      138.25      242.11    -0.31030     0.04379
14	      198.22      238.69    -0.19770     0.03685
15	      474.69      417.83     0.31395     0.38011
16	      166.06      249.50    -0.25739     0.05666
17	      356.75      428.84     0.08767     0.39074
18	       99.44      340.03    -0.39441     0.22963
19	       96.57      307.14    -0.39692     0.16652
20	      123.40      440.25    -0.36113     0.43228
21	      395.69      430.07     0.16086     0.39583
22	      314.39      327.35     0.00888     0.19460
23	      289.67      439.28    -0.03657     0.41144
24	      165.02      270.56    -0.25987     0.09476
25	      415.52      328.39     0.19101     0.19900
26	      133.06      371.33    -0.32944     0.28695
27	      287.87      400.31    -0.03918     0.33261
28	      460.64      315.54     0.27503     0.17767
29	      150.38      197.32    -0.28693    -0.03737
30	      242.34      440.09    -0.12512     0.41526
31	       64.60      306.84    -0.46514     0.16909
32	       67.38      327.96    -0.46157     0.21007
33	      407.78      414.28     0.18242     0.36442
34	      503.82      393.04     0.36981     0.33345
35	      431.09      387.52     0.22431     0.31294
36	      429.65      453.30     0.22920     0.44911
37	      447.00      402.70     0.25665     0.34500
38	      190.70      416.54    -0.22143     0.37107
39	      180.34      338.46    -0.23433     0.21911
40	      136.39      302.39    -0.31634     0.15456
41	      110.50      274.05    -0.36617     0.10335
42	      244.08      382.02    -0.11859     0.29834
43	      264.55      422.06    -0.08263     0.37676
44	      237.30      334.08    -0.12904     0.20812
45	      456.89      286.63     0.26635     0.12415
46	      478.90      392.79     0.31863     0.32906
47	      454.48      453.39     0.27896     0.45324
48	      451.19      369.60     0.26121     0.27970
49	      283.42      302.35    -0.04593     0.14941
50	      315.78      379.74     0.01156     0.29250
51	      516.70      314.99     0.38622     0.18100
52	      430.24      360.43     0.22043     0.26021
53	      529.55      425.17     0.43191     0.40706
54	      163.47      354.25    -0.26771     0.25040
55	      410.06      381.39     0.18407     0.29919
56	      201.49      302.62    -0.19317     0.15174
57	      227.03      361.78    -0.14890     0.26040
58	       87.24      370.10    -0.42472     0.29128
59	      331.71      422.63     0.04110     0.37724
60	       89.39      262.97    -0.40888     0.08373
61	      270.98      383.32    -0.06955     0.29987
62	      170.44      219.64    -0.24892     0.00294
63	      463.59      435.58     0.29436     0.41598
64	      506.04      281.92     0.36202     0.11789
65	      147.91      404.29    -0.30407     0.35139
66	      216.47      447.82    -0.17510     0.43391
67	      336.50      322.30     0.04814     0.18553
68	      405.64      451.13     0.18198     0.44139
69	      284.89      259.22    -0.04310     0.07259
70	      336.80      259.31     0.04817     0.07276
71	      367.78      406.00     0.10703     0.34506
72	      179.63      309.37    -0.23399     0.16505
73	      129.64      166.11    -0.32792    -0.09479
74	      200.07      116.36    -0.19654    -0.18297
75	      228.00      394.66    -0.14895     0.32388
76	      532.19      386.11     0.42911     0.32430
77	      382.55      447.90     0.13738     0.43226
78	      381.27      258.05     0.12696     0.07087
79	      336.42      446.48     0.05045     0.42674
80	      255.08      260.04    -0.09574     0.07423
81	       55.96      272.72    -0.48120     0.10407
82	      184.21      364.22    -0.22890     0.26781
83	      258.69      304.38    -0.08988     0.15338
84	      142.24      350.06    -0.30873     0.24433
85	      253.54      213.30    -0.09831    -0.00828
86	      338.66      302.70     0.05177     0.15008
87	      191.51      182.57    -0.21021    -0.06327
88	      612.72      396.04     0.62268     0.36608
89	      293.58      211.25    -0.02776    -0.01185
90	       57.98      231.85    -0.47501     0.02621
91	      200.43       85.58    -0.19752    -0.24034
92	      568.60      329.07     0.50026     0.21472
93	      222.92      417.01    -0.16003     0.36899
94	      559.11      393.56     0.49107     0.34579
95	      114.10      215.12    -0.35759    -0.00528
96	      508.88      427.09     0.38718     0.40643
97	      373.51      351.90     0.11523     0.24100
98	      205.70      385.76    -0.19000     0.30796
99	      476.58      301.72     0.30494     0.15296
100	      584.99      296.84     0.53375     0.15294
101	      559.08      287.57     0.47404     0.13230
102	      562.36      357.53     0.49084     0.27116
103	      335.51      208.78     0.04581    -0.01621
104	      164.50      182.46    -0.26044    -0.06397
105	      412.61      256.31     0.18339     0.06820
106	      541.17      408.23     0.45375     0.37300
107	      149.50       91.45    -0.29405    -0.23304
108	      379.78      205.80     0.12408    -0.02154
109	      116.56      308.24    -0.35614     0.16694
110	      209.79      330.14    -0.17905     0.20193
111	      382.60      303.19     0.13016     0.15172
112	       90.55      183.92    -0.40606    -0.06332
113	      202.08      152.41    -0.19151    -0.11720
114	      476.55      333.95     0.30726     0.21348
115	      456.30       99.54     0.26810    -0.21657
116	      340.09      353.90     0.05500     0.24386
117	      194.51      437.65    -0.21650     0.41469
118	      377.63      185.79     0.12035    -0.05692
119	      178.39       86.84    -0.23886    -0.23946
120	      115.36      243.10    -0.35532     0.04604
121	      387.85      405.08     0.14421     0.34436
122	      585.63      346.91     0.54297     0.25380
123	      176.62      108.43    -0.24072    -0.19893
124	      347.80      403.74     0.07018     0.33978
125	       70.35      215.92    -0.44805    -0.00390
126	      293.52      189.87    -0.02789    -0.04946
127	      190.29      215.27    -0.21215    -0.00486
128	      151.42      142.82    -0.28672    -0.13664
129	      488.30      365.87     0.33399     0.27649
130	      323.44      189.23     0.02463    -0.05057
131	      177.04      138.59    -0.23834    -0.14320
132	      415.13      302.73     0.18920     0.15185
133	      410.29      204.29     0.17890    -0.02435
134	      409.59      183.12     0.17782    -0.06201
135	      603.68      453.55     0.61992     0.49695
136	      162.99      374.19    -0.27055     0.28914
137	      100.65      165.14    -0.38607    -0.09791
138	      225.12      237.97    -0.14900     0.03536
139	       80.58      149.76    -0.42884    -0.12808
140	      123.16      120.34    -0.34354    -0.18041
141	       66.73      171.91    -0.45710    -0.08694
142	       92.45      229.74    -0.40160     0.02178
143	       53.87      366.09    -0.49830     0.28927
144	      406.22      352.46     0.17508     0.24350
145	      480.04      122.88     0.31237    -0.17443
146	      499.25      304.29     0.34985     0.15927
147	       79.52      107.95    -0.43525    -0.20868
148	       44.88      165.64    -0.50589    -0.10029
149	      527.17      366.41     0.41474     0.28308
4  0
0  150  150
0.00  0.00
150
0	      199.36      270.41    -0.19612     0.09357
1	      304.27      295.63    -0.00904     0.13725
2	      280.58      324.59    -0.05120     0.18973
3	      152.04      432.61    -0.30018     0.41013
4	      233.51      301.16    -0.13493     0.14810
5	      159.68      318.48    -0.27229     0.18305
6	      148.42      287.72    -0.29216     0.12675
7	      128.56      334.78    -0.33438     0.21631
8	      187.39      286.30    -0.21860     0.12258
9	      438.19      421.93     0.24178     0.38341
10	      266.18      445.75    -0.08062     0.42579
11	      314.19      437.64     0.00894     0.40784
12	      361.16      453.34     0.09721     0.44242
13	      138.40      245.77    -0.31009     0.05044
14	      198.27      241.56    -0.19764     0.04198
15	      477.00      416.95     0.31851     0.37864
16	      166.41      252.67    -0.25681     0.06238
17	      359.29      429.41     0.09242     0.39204
18	      100.83      344.05    -0.39201     0.23732
19	       97.61      311.14    -0.39513     0.17407
20	      126.14      443.90    -0.35610     0.43976
21	      398.25      430.12     0.16572     0.39616
22	      315.65      328.51     0.01112     0.19672
23	      292.43      440.68    -0.03147     0.41431
24	      165.63      273.59    -0.25883     0.10024
25	      416.68      328.18     0.19313     0.19867
26	      134.78      374.81    -0.32640     0.29364
27	      289.99      401.87    -0.03532     0.33564
28	      461.70      314.96     0.27704     0.17665
29	      150.04      200.69    -0.28755    -0.03127
30	      245.22      442.39    -0.11984     0.41990
31	       65.57      311.34    -0.46350     0.17774
32	       68.63      332.28    -0.45941     0.21843
33	      410.20      414.13     0.18700     0.36434
34	      505.99      391.74     0.37412     0.33115
35	      433.05      387.03     0.22802     0.31215
36	      432.26      452.89     0.23432     0.44859
